"name","citationCount","citerCount"
"Rudolf Riedi","0","0"
"Ruey S Tsay","0","0"
"Ruggero Bellio","0","0"
"Rui Feng","1","2"
"Rui Paulo","15","30"
"Rui Song","13","30"
"Ruixue Liu","0","0"
"Runchu Zhang","0","0"
"Runlong Tang","0","0"
"Runze Li","121","122"
"Ruoqing Zhu","0","0"
"Ruosha Li","0","0"
"Russ Hauser","1","2"
"Russell D Gray","0","0"
"Rusty Tchernis","2","7"
"Ruth Etzioni","0","0"
"Ruth G Shaw","0","0"
"Ruth Heller","6","13"
"Ryan J Tibshirani","2","7"
"Ryan Janicki","0","0"
"Ryan Lekivetz","1","1"
"Ryan Martin","1","2"
"Ryan T Elmore","2","6"
"Ryo Yoshida","0","0"
"S A Padoan","2","5"
"S Allassonniere","0","0"
"S C Kou","6","14"
"S Chen","0","0"
"S Conti","0","0"
"S Correa","0","0"
"S Kang","0","0"
"S L Zabell","0","0"
"S Land","0","0"
"S Lynne Stokes","0","0"
"S P Preston","0","0"
"S S J Wang","0","0"
"Sabine Van Huffel","0","0"
"Sadanori Konishi","3","4"
"Sahand Negahban","2","6"
"Saharon Rosset","24","43"
"Sallie Keller-McNulty","0","0"
"Sally C Morton","0","0"
"Sally W Thurston","1","2"
"Sally Wood","0","0"
"Sam Behseta","1","3"
"Sam Efromovich","4","1"
"Samir Ben Hariz","0","0"
"Samir Soneji","0","0"
"Samiran Sinha","0","0"
"Samuel Copt","2","4"
"Samuel Muller","2","5"
"Samuel S Wu","1","2"
"Sanat K Sarkar","22","35"
"Sander Greenland","3","3"
"Sandra A Garcet-Rodriguez","0","0"
"Sandra Freitag-Wolf","1","3"
"Sandy Clarke","3","5"
"Sanford Weisberg","2","5"
"Sangeeta Khare","0","0"
"Sangjun Lee","1","2"
"Sanjay Chaudhuri","4","9"
"Sanjib Basu","9","16"
"Sanjoy K Sinha","3","7"
"Sara A van de Geer","20","38"
"Sara D Lawhon","0","0"
"Sara Geneletti","2","4"
"Sara Lopez-Pintado","0","0"
"Sara Martino","7","17"
"Sara Sjostedt-de Luna","1","1"
"Sara Taskinen","1","1"
"Sara van de Geer","12","25"
"Sarah B Streett","1","3"
"Sarah J Ratcliffe","0","0"
"Sarat C Dass","3","7"
"Sarjinder Singh","0","0"
"Sastry G Pantula","0","0"
"Satoshi Kuriki","0","0"
"Saul Shiffman","3","6"
"Savas Papadopoulos","0","0"
"Scotland C Leman","1","6"
"Scott A Sisson","9","23"
"Scott B Cantor","0","0"
"Scott D Solomon","1","2"
"Scott Gilbert","0","0"
"Scott H Holan","0","0"
"Scott L Schwartz","0","0"
"Scott L Zeger","2","3"
"Scott Lindroth","0","0"
"Scott Lorch","0","0"
"Scott M Berry","0","0"
"Sean D Campbell","3","8"
"Sean OBrien","0","0"
"Sebastian Irle","0","0"
"Sebastien Gadat","0","0"
"Sebastien J-P A Haneuse","0","0"
"Sebastien Van Bellegem","2","5"
"Seiya Imoto","3","4"
"Seok-Oh Jeong","0","0"
"SEONGHO Wu","1","2"
"Seonjoo Lee","0","0"
"Sergey Sheetlin","0","0"
"Sergey Zeltyn","5","13"
"Sergio Bacallado","0","0"
"Sergiy Sidenko","0","0"
"Seth Sanders","0","0"
"Seth Sullivant","0","0"
"Seu Keow Cheng","5","5"
"Seunggeun Lee","0","0"
"Shahar Mendelson","8","15"
"Shakeeb Khan","0","0"
"Shan Ba","0","0"
"Shane T Jensen","3","6"
"Shanshan Wang","4","8"
"Shao-Wei Cheng","3","7"
"Shaojun Guo","2","4"
"Shaoli Wang","15","25"
"Sharad Borle","0","0"
"Sharon-Lise T Normand","2","6"
"Sharon L Hedley","1","3"
"Sharon L Lohr","3","5"
"Shaun R Seaman","2","2"
"Shein-Chung Chow","0","0"
"Sheng Luo","0","0"
"ShengLi Tzeng","2","5"
"Shibao Feng","0","0"
"Shie-Shien Yang","1","2"
"Shijie Tang","0","0"
"Shili Lin","0","0"
"Shinsuke Koyama","0","0"
"Shinto Eguchi","7","18"
"Shiqing Ling","10","14"
"Shogo Kato","0","0"
"Shoichi Sasabuchi","0","0"
"Shu-Chuan Chen","0","0"
"Shuangge Ma","27","45"
"Shuanglin Zhang","0","0"
"Shubhankar Ray","8","14"
"Shuheng Zhou","0","0"
"Shulamith T Gross","0","0"
"Shun-Yi Chen","0","0"
"Shurong Zheng","0","0"
"Shuyuan He","0","0"
"Shyamal Das Peddada","4","7"
"Sibel Sirakaya","0","0"
"Siddhartha Chib","10","19"
"Siegfried Hormann","4","6"
"Siem Jan Koopman","1","3"
"Siew Leng Teng","1","2"
"Siji Wang","0","0"
"Sijian Wang","3","7"
"Sikyum Lee","2","4"
"Silke W W Rolles","1","2"
"Silvia Centanni","0","0"
"Silvia Goncalves","1","2"
"Silvia Liverani","0","0"
"Silvia Shimakura","6","15"
"Simon C Shaw","0","0"
"Simon Cauchemez","0","0"
"Simon Guillotte","0","0"
"Simon J Godsill","4","11"
"Simon J Sheather","2","7"
"Simon N Wood","15","23"
"Simone Pigolotti","0","0"
"Simone Vantini","0","0"
"Sin-Ho Jung","1","2"
"Sinae Kim","4","7"
"Sindhu Srinivas","0","0"
"Sining Chen","0","0"
"Sioban D Harlow","2","6"
"Sittisak Leelahanon","4","10"
"Siu Hung Cheung","3","8"
"Siu Kei Sun","0","0"
"Snigdhansu Chatterjee","6","19"
"Sock-Cheng Lewin-Koh","0","0"
"Sofia Andersson","0","0"
"Sofia C Olhede","0","0"
"Sokbae Lee","5","11"
"Soma S Dhavala","0","0"
"Somnath Datta","2","4"
"Song Xi Chen","23","29"
"Song Yang","0","0"
"Song Zhang","0","0"
"Songhe Cai","1","4"
"Songnian Chen","1","4"
"Songqiao Wen","4","11"
"Sonia Petrone","0","0"
"Sonja Greven","0","0"
"Sonja Zehetmayer","0","0"
"Sophie Baillargeon","2","5"
"Sophie Dabo-Niang","0","0"
"Sophie Schbath","0","0"
"Soren Hojsgaard","1","2"
"Soren Tolver Jensen","0","0"
"Soumendra N Lahiri","15","18"
"Soumik Pal","0","0"
"Sounak Chakraborty","1","3"
"Sourav Chatterjee","2","4"
"Spiridon Penev","0","0"
"Stan Hurn","0","0"
"Stanislav Volgushev","3","7"
"Steen A Andersson","0","0"
"Stefan Sperlich","8","14"
"Stefan Van Aelst","5","7"
"Stefanie Biedermann","8","14"
"Stefanie Titoff","0","0"
"Stefano Cabras","0","0"
"Stefano Favaro","0","0"
"Stefano M Iacus","0","0"
"Steffanie A Strathdee","3","7"
"Steffen L Lauritzen","1","2"
"Steffen Unkel","0","0"
"Steinar Engen","2","5"
"Stephan Clemencon","0","0"
"Stephan F Huckemann","0","0"
"Stephane Mallat","0","0"
"Stephane Mottelet","2","5"
"Stephanie M Engel","0","0"
"Stephen Bruce Vardeman","0","0"
"Stephen E Feinberg","0","0"
"Stephen E Fienberg","0","0"
"Stephen G Walker","21","25"
"Stephen H Shore","0","0"
"Stephen L Rathbun","3","6"
"Stephen Lagakos","0","0"
"Stephen M S Lee","5","8"
"Stephen M Stigler","0","0"
"Stephen Ogle","0","0"
"Stephen P Brooks","0","0"
"Stephen Portnoy","11","18"
"Stephen W Raudenbush","0","0"
"Steve Brooks","14","22"
"Steve Butler","5","14"
"Steve Hanneke","0","0"
"Steven Bate","1","3"
"Steven Buyske","0","0"
"Steven D Mark","0","0"
"Steven de Rooij","0","0"
"Steven E Lipshultz","0","0"
"Steven E Stern","0","0"
"Steven J Novick","0","0"
"Steven K Thompson","1","1"
"Steven L Gortmaker","2","5"
"Steven L Scott","2","7"
"Steven M Bortnick","0","0"
"Steven M Goodreau","1","1"
"Steven N Evans","0","0"
"Steven N MacEachern","27","35"
"Steven P Lalley","0","0"
"Stijn Vansteelandt","14","19"
"Stuart Barber","2","6"
"Stuart Coles","4","10"
"Stuart R Lipsitz","8","21"
"Stuart Wagenius","0","0"
"Su-Chun Cheng","0","0"
"Subal C Kumbhakar","0","0"
"Subharup Guha","6","17"
"Subhash R Lele","0","0"
"Subhashis Ghosal","22","25"
"Sucharita Gopal","0","0"
"Sudipto Banerjee","21","36"
"Sue Min Lai","0","0"
"Suhasini Subba Rao","5","7"
"Sujay Datta","0","0"
"Sujit K Ghosh","0","0"
"Sujit K Sahu","2","6"
"Sumeetpal S Singh","0","0"
"Sunduz Kelecs","5","14"
"Sung-Cheol Yun","0","0"
"Sung-Ho Kim","0","0"
"Sungduk Kim","0","0"
"Sunghoon Kwon","0","0"
"Sungkyu Jung","3","11"
"Sungyoung Auh","0","0"
"Suojin Wang","8","17"
"Surajit Ray","0","0"
"Surya T Tokdar","1","2"
"Susan A Gauthier","0","0"
"Susan A Murphy","6","9"
"Susan Lozier","0","0"
"Susan Murray","0","0"
"Susan P Holmes","1","3"
"Susana Rubin-Bleuer","0","0"
"Susanne M Schennach","12","18"
"Susanne Rosthoj","2","7"
"Suyun Huang","0","0"
"Suzette Blanchard","6","17"
"Sveinung Erland","2","4"
"Swati Biswas","0","0"
"Syed N U A Kirmani","0","0"
"Sylvain Arlot","4","7"
"Sylvain Sardy","0","0"
"Sylvia Fruhwirth-Schnatter","1","3"
"Sylvia Richardson","2","2"
"Sylvie Goetgeluk","3","6"
"Sylvie Huet","1","2"
"Szymon Borak","2","8"
"T C Chang","0","0"
"T D Downs","1","6"
"T J Heaton","1","3"
"T Jaki","0","0"
"T N Sriram","2","2"
"T Schweder","0","0"
"T Tony Cai","79","93"
"Ta-Hsin Li","1","4"
"Tadeusz Inglot","0","0"
"Tae Yoon Kim","0","0"
"Taeyoung Park","0","0"
"Tailen Hsing","1","2"
"Takeshi Tsukamoto","0","0"
"Takis Merkouris","1","2"
"Tamas Rudas","0","0"
"Tanya Henneman","4","6"
"Tanzy Love","0","0"
"Tao Huang","19","35"
"Tao Lin","0","0"
"Tao Lu","0","0"
"Tao Shi","1","2"
"Tao Wang","1","2"
"Tao Yu","2","5"
"Tapabrata Maiti","14","19"
"Tatiyana V Apanasovich","6","14"
"Tatsuki Koyama","0","0"
"Tatyana Krivobokova","5","6"
"Ted Chang","0","0"
"Teng Zhang","0","0"
"Terence P Speed","2","6"
"Terence Tao","49","87"
"Teresa Ledwina","0","0"
"Teresa T Pereira","5","14"
"Terje Myklebust","2","6"
"Tetsuhisa Miwa","0","0"
"Thaddeus Tarpey","1","4"
"Thais C O Fonseca","0","0"
"Thanh Mai Pham Ngoc","0","0"
"Theo Gasser","14","27"
"Theodore Karrison","0","0"
"Theofanis Sapatinas","8","19"
"Thierry Duchesne","1","4"
"Thomas A Gerds","2","6"
"Thomas A Louis","0","0"
"Thomas A Mazzuchi","0","0"
"Thomas A Severini","2","4"
"Thomas Brendan Murphy","0","0"
"Thomas C M Lee","15","26"
"Thomas D Cook","0","0"
"Thomas E Nichols","0","0"
"Thomas Ferguson","0","0"
"Thomas H Scheike","3","8"
"Thomas Hofmann","0","0"
"Thomas J DiCiccio","3","5"
"Thomas J Santner","0","0"
"Thomas Kneib","0","0"
"Thomas Lumley","1","2"
"Thomas M Stoker","2","6"
"Thomas Mathew","1","3"
"Thomas Michael Dubinin","0","0"
"Thomas Mikosch","4","11"
"Thomas P Hettmansperger","2","6"
"Thomas R Ten Have","7","13"
"Thomas S Richardson","8","15"
"Thomas S Shively","1","2"
"Thomas T Ten Have","0","0"
"Thomas Verdebout","0","0"
"Thomas W Sager","1","2"
"Thorsten Dickhaus","8","16"
"Thorsten Pauls","0","0"
"Thorsten Wagner","3","8"
"Thuan Nguyen","1","3"
"Tian Cai","0","0"
"Tian Zheng","1","3"
"Tianle Hu","0","0"
"Tianxi Cai","14","22"
"Tiefeng Jiang","2","4"
"Tiejun Tong","3","8"
"Tigran Markaryan","1","2"
"Tilmann Gneiting","42","54"
"Tim Holland-Letz","1","3"
"Tim van Erven","0","0"
"Timothy D Johnson","0","0"
"Timothy E Hanson","5","9"
"Timothy G F Kittel","3","7"
"Tina Kold Jensen","0","0"
"Ting Zhang","0","0"
"Tingjin Chu","0","0"
"Tirthankar Dasgupta","0","0"
"Tobias Ryden","6","11"
"Todd A Kuffner","0","0"
"Todd Graves","1","2"
"Tom Britton","1","2"
"Tom M W Nye","0","0"
"Tomohiro Ando","3","4"
"Tong Zhang","11","24"
"Tor D Tosteson","4","9"
"Tor D Wager","0","0"
"Torben Martinussen","2","3"
"Tore Ericsson","2","4"
"Torsten Hothorn","0","0"
"Toshiaki Watanabe","0","0"
"Tracy L Nolen","0","0"
"Trevor J Hastie","83","113"
"Trevor J Sweeting","5","12"
"Trevor Park","10","18"
"Tristan Zajonc","0","0"
"Trivellore E Raghunathan","8","17"
"Truc T Nguyen","0","0"
"Tso-Jung Yen","0","0"
"Tsung-Shan Tsou","2","4"
"Tsz Ho Yim","8","14"
"Tuan Nguyen","0","0"
"Tucker McElroy","1","2"
"Tung Pham","0","0"
"Tyler H McCormick","0","0"
"Tyler J Vanderweele","6","5"
"Tyler J VanderWeele","5","6"
"Tze Leung Lai","5","12"
"Tzee-Ming Huang","3","4"
"Udaya B Kogalur","1","2"
"Ulrich Stadtmuller","18","31"
"Ulrike von Luxburg","5","9"
"Ursula Gather","3","7"
"Ursula U Muller","1","1"
"Usha Govindarajulu","0","0"
"Uta Pigorsch","0","0"
"Uwe Einmahl","1","2"
"V A Reisen","0","0"
"V De Gruttola","2","6"
"V Delouille","1","3"
"V G S Vasdekis","0","0"
"V Joseph Hotz","0","0"
"V Roshan Joseph","2","6"
"V S Mandrekar","4","11"
"Vadim Grinshtein","1","4"
"Vadim M Zipunnikov","0","0"
"Valen E Johnson","4","9"
"Valentin Patilea","1","2"
"Valentina Corradi","0","0"
"Valentina Leucari","1","3"
"Valentine Genon-Catalot","0","0"
"Van L Parsons","1","2"
"Vanessa Didelez","0","0"
"Vanja Dukic","2","4"
"Veerabhadran Baladandayuthapani","1","3"
"Venkata K Jandhyala","0","0"
"Vern T Farewell","0","0"
"Veronica J Berrocal","1","3"
"Veronika Czellar","0","0"
"Veronika Gontscharuk","0","0"
"Veronika Zarnitsyna","0","0"
"Vessela K Stoimenova","0","0"
"Viatcheslav B Melas","6","9"
"Vic Patrangenaru","12","29"
"Victor Chernozhukov","7","11"
"Victor J Yohai","1","2"
"Victor M Panaretos","1","3"
"Victor Shrira","0","0"
"Victorino M Ramos","0","0"
"Vijayan N Nair","3","7"
"Viktor Todorov","0","0"
"Viktor Tsyrennikov","1","3"
"Vincent J Carey","10","18"
"Vincent Magnotta","0","0"
"Vincent T Mule Jr","0","0"
"Vippal Savani","0","0"
"Visa Koivunen","0","0"
"Viswanath Devanarayan","0","0"
"Vivekananda Roy","5","12"
"Vladimir Koltchinskii","18","30"
"Vladimir N Kulikov","3","6"
"Vladimir S Troynikov","0","0"
"Vladimir Spokoiny","7","11"
"Vladimir Vovk","3","6"
"Vladislav Kargin","1","2"
"Volkmar Liebscher","2","3"
"Volodymyr Melnykov","0","0"
"W J Hall","1","3"
"W L Xu","0","0"
"W Ryan Diver","0","0"
"W Tinsson","0","0"
"Wai-Cheung Ip","0","0"
"Wai Keung Li","3","4"
"Wai Sum Chan","3","8"
"Walter Distaso","0","0"
"Walter F Mascarenhas","1","3"
"Walter Racugno","0","0"
"Walter T Federer","0","0"
"Wang Zhou","1","4"
"Wanli Min","0","0"
"Wanzhu Tu","0","0"
"Warren Strauss","0","0"
"Wayne A Fuller","14","19"
"Wayne A Woodward","1","3"
"Wayne C Levy","2","5"
"Wayne S DeSarbo","0","0"
"Wee-Jing Ng","2","7"
"Wei-Liem Loh","9","13"
"Wei-Ming Lee","0","0"
"Wei Biao Wu","40","51"
"Wei Gao","1","5"
"Wei Lin","2","6"
"Wei Liu","4","12"
"Wei Pan","0","0"
"Wei Yan","0","0"
"Wei Yann Tsai","7","11"
"Wei Zhao","0","0"
"Wei Zheng","0","0"
"Wei Zhu","4","9"
"Weidong Liu","4","4"
"Weihua Cao","4","10"
"Weijing Wang","5","10"
"Weili Lin","2","9"
"Weining Zhou","0","0"
"Weiping Zhang","2","4"
"Weiwei Wang","0","0"
"Weixin Yao","0","0"
"Weixing Song","0","0"
"Weizhen Wang","1","2"
"Wen-Han Hwang","0","0"
"Wen-Lin Lai","0","0"
"Wenbin Lu","20","44"
"Wendy Meiring","0","0"
"Weng Kee Wong","1","1"
"Wenge Guo","0","0"
"Wenguang Sun","15","24"
"Wenhua Jiang","0","0"
"Wenjing Yang","0","0"
"Wenqing He","0","0"
"Wensheng Guo","13","21"
"Wensheng Zhu","0","0"
"Wensong Wu","1","4"
"Wentao Feng","1","2"
"Wenwen Tao","0","0"
"Wenxin Jiang","3","6"
"Wenxin Mao","4","12"
"Wenxuan Zhong","1","4"
"Wenyang Zhang","11","16"
"Wenyaw Chan","0","0"
"Wenzheng Huang","0","0"
"Wenzhi Li","1","3"
"Werner Brannath","0","0"
"Werner G Muller","2","4"
"Werner Stahel","0","0"
"Wesley O Johnson","0","0"
"Wessel N van Wieringen","0","0"
"Wicher P Bergsma","0","0"
"Wilbert C M Kallenberg","0","0"
"Wilfredo Palma","0","0"
"Willa W Chen","3","6"
"Willem R van Zwet","0","0"
"William Byerley","1","3"
"William E Strawderman","4","11"
"William F Rosenberger","15","16"
"William H Swallow","1","4"
"William Kleiber","2","6"
"William Li","1","2"
"William R Schucany","1","3"
"William R Shadish","0","0"
"William T M Dunsmuir","1","3"
"William W Davis","1","2"
"Wilson W Lu","0","0"
"Winfried Stute","10","15"
"Wing Hung Wong","19","33"
"Wing K Fung","7","15"
"Witold Bednorz","1","2"
"Wojciech Olszewski","0","0"
"Wolfgang Bischoff","2","5"
"Wolfgang Dahmen","4","8"
"Wolfgang Karl Hardle","23","53"
"Wolfgang Polonik","6","11"
"Wolfgang S Jank","5","11"
"Wolfgang Wefelmeyer","0","0"
"Woncheol Jang","0","0"
"X Fang","2","3"
"X Jessie Jeng","1","3"
"X Joan Hu","0","0"
"Xavier de Luna","0","0"
"Xi Luo","1","2"
"Xi Zhou","0","0"
"Xia Cui","0","0"
"Xianchao Xie","1","2"
"Xiang-Yang Lou","0","0"
"Xiang Liu","0","0"
"Xiangrong Yin","13","20"
"Xianyang Zhang","0","0"
"Xianzheng Huang","1","3"
"Xiao-Gang Su","0","0"
"Xiao-Hua Zhou","1","2"
"Xiao-Li Meng","6","7"
"Xiao Wang","2","7"
"Xiaobo Ding","0","0"
"Xiaochun Li","0","0"
"Xiaodong Luo","3","5"
"Xiaofeng Shao","6","9"
"Xiaofeng Tan","0","0"
"Xiaogang Wang","1","3"
"Xiaohong Chen","4","7"
"Xiaohui Wang","2","3"
"Xiaojing Wang","1","1"
"Xiaomin Lu","0","0"
"Xiaoming Huo","3","9"
"Xiaoping Jin","1","4"
"Xiaoping Xu","4","12"
"Xiaotong Shen","36","38"
"Xiaowei Wang","1","2"
"Xiaoyan Shi","1","5"
"Xihong Lin","49","78"
"Xin-Bing Kong","0","0"
"Xin Chen","0","0"
"Xin Gao","0","0"
"Xin Li","0","0"
"Xin Liu","0","0"
"Xin Qi","0","0"
"Xin Tong","0","0"
"Xingdong Feng","0","0"
"Xingqiu Zhao","1","3"
"Xingwei Tong","0","0"
"Xingye Qiao","1","3"
"Xinlei Wang","0","0"
"Xinwei Deng","3","7"
"Xinxin Yu","1","2"
"Xinyi Xu","4","8"
"Xinyu Zhang","0","0"
"Xinyuan Song","0","0"
"Xiudong Lei","0","0"
"Xiuzhen Cheng","0","0"
"Xu-Feng Niu","0","0"
"Xu He","0","0"
"Xu Xu","0","0"
"XuanLong Nguyen","0","0"
"Xue Wang","0","0"
"Xuefeng Liu","1","4"
"Xuegong Zhang","12","19"
"Xuelei Ni","0","0"
"Xueli Liu","5","11"
"Xuemei Huang","0","0"
"Xueqin Wang","1","3"
"Xuming He","43","73"
"Y Amit","0","0"
"Y Boissy","0","0"
"Y Munoz Maldonado","1","2"
"Y Rinott","0","0"
"Ya Xue","2","3"
"Yaacov Ritov","27","51"
"Yacine Ait-Sahalia","41","43"
"Yair Goldberg","0","0"
"Yajun Mei","1","1"
"Yaming Yu","0","0"
"Yan Lan","2","5"
"Yan Li","0","0"
"Yan Sun","4","7"
"Yan Yu","2","5"
"Yan Zhang","0","0"
"Yanan Fan","1","3"
"Yanbing Zheng","0","0"
"Yang Feng","1","3"
"Yang Yang","0","0"
"Yaning Yang","0","0"
"Yaniv Plan","3","12"
"Yannick Baraud","11","22"
"Yannis G Yatracos","0","0"
"Yannis Jemiai","1","2"
"Yanping Yi","0","0"
"Yanqin Fan","2","6"
"Yanqing Sun","0","0"
"Yanyuan Ma","26","30"
"Yao-Ban Chan","2","3"
"Yashen Chen","1","5"
"Yasheng Chen","1","4"
"Yasuhiro Omori","0","0"
"Yasumasa Matsuda","2","5"
"Yasuo Amemiya","1","1"
"Yazhen Wang","15","22"
"Ye Shen","0","0"
"Yee Whye Teh","14","23"
"Yehua Li","4","9"
"Yeonseung Chung","4","7"
"Yevgen Tymofyeyev","5","11"
"Yi-Hau Chen","14","26"
"Yi-Kuan Tseng","0","0"
"Yi Chai","1","1"
"Yi Cheng","3","6"
"Yi Li","15","31"
"Yi Lin","84","129"
"Yi Liu","0","0"
"Yi Lu","0","0"
"Yichao Wu","5","7"
"Yifan Huang","1","2"
"Yihua Zhao","3","4"
"Yihui Luan","0","0"
"Yijian Huang","8","17"
"Yijun Zuo","7","12"
"Yimei Li","2","9"
"Yimeng Lu","0","0"
"Ying-Li Qin","7","11"
"Ying Bai","0","0"
"Ying Chen","0","0"
"Ying Guo","0","0"
"Ying Huang","2","3"
"Ying Hung","1","1"
"Ying Kuen Cheung","3","2"
"Ying Sun","0","0"
"Ying Wei","15","25"
"Ying Yuan","1","2"
"Ying Zhang","11","22"
"Ying Zhou","0","0"
"Yingcun Xia","24","26"
"Yingqi Zhao","0","0"
"YingQing Chen","7","5"
"Yingxing Li","12","29"
"Yingye Zheng","2","5"
"Yingying Fan","18","36"
"Yingying Li","0","0"
"Yishay Mansour","0","0"
"Yiyuan She","2","6"
"Yiyun Zhang","1","4"
"Yoav Benjamini","53","76"
"Yoav Freund","0","0"
"Yoichi Miyata","0","0"
"Yoichi Nishiyama","0","0"
"Yong Chen","0","0"
"Yong Kong","0","0"
"Yong Wang","2","6"
"Yong Zhou","11","23"
"Yongcheng Qi","0","0"
"Yongcheol Shin","3","5"
"Yongdai Kim","9","20"
"Yonghee Lee","0","0"
"Yongho Jeon","2","4"
"Yongseok Park","0","0"
"Yongtao Guan","17","15"
"Yongwu Shao","2","5"
"Yongzhao Shao","0","0"
"Yonil Park","0","0"
"Yoonkyung Lee","6","9"
"Yoshihiro Yajima","1","3"
"You-Gan Wang","13","21"
"You-Jun Yang","0","0"
"Youjuan Li","2","5"
"Youlan Rao","0","0"
"Young-Ju Kim","5","9"
"Young Kyung Lee","0","0"
"Young Truong","0","0"
"Youngjo Lee","2","5"
"Youngki Shin","0","0"
"Yousung Park","1","2"
"Youyi Shu","0","0"
"Yu-Jen Cheng","0","0"
"Yu Cheng","6","8"
"Yu Chuan Tai","2","6"
"Yu Golubev","1","1"
"Yu Shen","3","6"
"Yu Tang","0","0"
"Yu Zhang","0","0"
"Yu Zhu","9","19"
"Yuan Ji","0","0"
"Yuan Jiang","1","1"
"Yuan Li","0","0"
"Yuan Liao","0","0"
"Yuanjia Wang","0","0"
"Yuanqing Ye","0","0"
"Yuanyuan Lin","1","1"
"Yuchung J Wang","0","0"
"Yue S Niu","0","0"
"Yuedong Wang","6","10"
"Yueh-Yun Chi","7","13"
"Yuexiao Dong","4","6"
"Yufeng Liu","19","24"
"Yufeng Tu","0","0"
"Yuguo Chen","2","9"
"Yuh-Shan Jou","0","0"
"Yuhong Yang","16","34"
"Yuhyun Park","7","13"
"Yuichi Kitamura","0","0"
"Yujun Wu","4","10"
"Yukio Kasahara","0","0"
"Yukun Liu","0","0"
"Yulia Gavrilov","4","7"
"Yulia R Gel","8","24"
"Yulia V Marchenko","0","0"
"Yun Ju Sung","1","1"
"Yun Sam Chong","2","4"
"Yunling Du","1","2"
"Yunming Mu","5","11"
"Yunwei Cui","0","0"
"Yunwen Yang","1","2"
"Yunxiao He","0","0"
"Yunzhang Zhu","0","0"
"Yuping Dong","0","0"
"Yuri Golubev","0","0"
"Yuval Nardi","0","0"
"Yuwon Kim","1","2"
"Yuzhi Cai","0","0"
"Yuzo Maruyama","1","2"
"Yve Aragon","10","23"
"Yves F Atchade","0","0"
"Yves G Berger","4","5"
"Yves Tille","4","7"
"Yvo Pokern","0","0"
"Yvonne H S Ho","0","0"
"Yvonne Pittelkow","0","0"
"Z Harchaoui","0","0"
"Z I Botev","0","0"
"Z L Wang","0","0"
"Zahra Montazeri","0","0"
"Zaiying Huang","0","0"
"Zbigniew Szkutnik","1","4"
"Zehua Chen","7","13"
"Zengri Wang","0","0"
"Zhangsheng Yu","0","0"
"Zhaohui Su","1","2"
"Zhaohui Zou","1","3"
"Zhaosong Lu","4","9"
"Zhen Liu","1","2"
"Zhen Pang","0","0"
"Zheng Su","0","0"
"Zheng Yuan","1","4"
"Zhenghui Feng","0","0"
"Zhengjun Zhang","1","1"
"Zhengyan Lin","1","2"
"Zhengyuan Zhu","2","4"
"Zhezhen Jin","27","41"
"Zhi Geng","1","2"
"Zhi Liu","0","0"
"Zhi Wei","0","0"
"Zhibiao Zhao","6","5"
"Zhidong Bai","0","0"
"Zhigang Zhang","1","3"
"Zhigen Zhao","0","0"
"Zhiguo Li","0","0"
"Zhihong Cai","0","0"
"Zhihua Su","1","2"
"Zhijian Chen","0","0"
"Zhijie Xiao","9","10"
"Zhijin Wu","0","0"
"Zhiliang Ying","33","49"
"Zhiqiang Tan","26","36"
"Zhishen Ye","15","24"
"Zhishui Hu","0","0"
"Zhiwei Zhang","0","0"
"Zhiyi Chi","16","37"
"Zhiyi Zhang","0","0"
"Zhong Guan","0","0"
"Zhonghua Gu","1","3"
"Zhongyi Zhu","7","15"
"Zhou Zhou","3","3"
"Ziding Feng","0","0"
"Zinoviy Landsman","0","0"
"Zonghui Hu","5","14"
"Zongming Ma","1","2"
"Zongwu Cai","14","29"
"Zsolt Talata","1","3"
"Zudi Lu","3","6"
"Zuoheng Wang","0","0"
"Zuoqin Wang","0","0"
